index,term,installment,emp_title,purpose,title,dti,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,avg_cur_bal,chargeoff_within_12_mths,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_il_high_credit_limit,disbursement_method,is_risky
7002, 36 months,232.81,Owner ,other,Other,20.0,0.0,Individual,688.0,117561.0,0.0,2.0,1.0,1.0,7.0,29143.0,0.0,0.0,0.0,64.0,1.0,0.0,2.0,19594.0,0.0,87.0,49.0,7.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,88.9,0.0,0.0,141214.0,40564.0,Cash,0
7003, 36 months,205.04,surpervisor,home_improvement,Home improvement,20.82,0.0,Individual,0.0,346826.0,1.0,2.0,1.0,2.0,4.0,54036.0,3.0,7.0,2885.0,77.0,2.0,0.0,5.0,21677.0,0.0,163.0,7.0,4.0,1.0,3.0,10.0,3.0,6.0,4.0,13.0,19.0,10.0,16.0,0.0,0.0,0.0,4.0,91.7,0.0,0.0,577165.0,64315.0,Cash,0
7004, 36 months,306.16,Claims Adjuster,moving,Moving and relocation,21.33,0.0,Individual,0.0,22584.0,0.0,3.0,0.0,2.0,14.0,17183.0,1.0,2.0,2813.0,47.0,1.0,1.0,0.0,1882.0,0.0,56.0,7.0,7.0,0.0,5.0,6.0,5.0,5.0,10.0,9.0,9.0,6.0,12.0,0.0,0.0,0.0,1.0,94.7,0.0,0.0,48095.0,22495.0,Cash,0
7005, 60 months,352.25,PURCHASING AGENT,debt_consolidation,Debt consolidation,13.27,0.0,Individual,0.0,33885.0,3.0,2.0,2.0,2.0,3.0,28903.0,3.0,5.0,3858.0,76.0,0.0,2.0,0.0,3765.0,0.0,152.0,1.0,1.0,2.0,2.0,2.0,7.0,17.0,7.0,8.0,18.0,2.0,10.0,0.0,0.0,0.0,5.0,92.0,0.0,0.0,44851.0,30051.0,Cash,0
7006, 36 months,340.18,Nurse Supervisor,debt_consolidation,Debt consolidation,26.64,0.0,Individual,0.0,49759.0,3.0,4.0,3.0,3.0,3.0,42903.0,0.0,0.0,5726.0,55.0,4.0,4.0,4.0,5529.0,0.0,161.0,25.0,3.0,0.0,3.0,3.0,5.0,9.0,9.0,6.0,13.0,3.0,10.0,0.0,0.0,0.0,3.0,95.5,1.0,0.0,89743.0,54243.0,Cash,0
7007, 60 months,559.36,Office Manager,debt_consolidation,Debt consolidation,23.46,0.0,Individual,0.0,26525.0,3.0,1.0,2.0,2.0,1.0,15225.0,5.0,6.0,5373.0,71.0,1.0,0.0,2.0,2653.0,0.0,175.0,5.0,1.0,0.0,5.0,6.0,7.0,13.0,6.0,9.0,18.0,6.0,10.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,37600.0,15000.0,Cash,0
7008, 36 months,212.61,sales,credit_card,Credit card refinancing,34.75,1.0,Individual,468.0,299856.0,2.0,3.0,2.0,3.0,9.0,33443.0,2.0,2.0,2276.0,82.0,3.0,6.0,6.0,21418.0,0.0,66.0,2.0,2.0,0.0,4.0,8.0,5.0,8.0,8.0,11.0,15.0,8.0,15.0,0.0,0.0,0.0,4.0,96.0,1.0,0.0,355257.0,39057.0,Cash,0
7009, 36 months,424.16,Construction laborer,debt_consolidation,Debt consolidation,27.92,0.0,Individual,0.0,48136.0,0.0,3.0,0.0,2.0,14.0,39705.0,0.0,1.0,4570.0,102.0,0.0,0.0,2.0,9627.0,0.0,160.0,18.0,14.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,46989.0,38689.0,Cash,0
7010, 36 months,1354.66,Administrator,home_improvement,Home improvement,20.24,0.0,Individual,0.0,107232.0,1.0,4.0,2.0,3.0,5.0,50121.0,2.0,5.0,1256.0,64.0,2.0,2.0,5.0,8249.0,0.0,200.0,11.0,5.0,0.0,1.0,4.0,1.0,4.0,6.0,10.0,15.0,4.0,14.0,0.0,0.0,0.0,4.0,83.3,0.0,1.0,150161.0,68361.0,Cash,0
7011, 60 months,661.32,Speech- Language Pathologist,debt_consolidation,Debt consolidation,20.45,0.0,Individual,0.0,230223.0,1.0,20.0,0.0,3.0,19.0,219492.0,1.0,6.0,3973.0,99.0,2.0,0.0,1.0,6976.0,0.0,94.0,5.0,5.0,0.0,7.0,12.0,7.0,7.0,35.0,13.0,13.0,12.0,33.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,223549.0,200749.0,Cash,0
7012, 60 months,799.59,Director,credit_card,Credit card refinancing,37.83,0.0,Individual,0.0,261390.0,1.0,5.0,1.0,2.0,6.0,210543.0,0.0,1.0,26369.0,87.0,0.0,0.0,0.0,26139.0,0.0,182.0,15.0,6.0,0.0,4.0,4.0,4.0,5.0,31.0,4.0,7.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,282120.0,222568.0,Cash,0
7013, 36 months,775.61,Facilities Technician,debt_consolidation,Debt consolidation,15.06,0.0,Individual,0.0,103372.0,0.0,4.0,1.0,1.0,7.0,33991.0,1.0,4.0,2531.0,55.0,1.0,0.0,5.0,5743.0,0.0,130.0,7.0,7.0,0.0,3.0,7.0,4.0,6.0,5.0,13.0,15.0,7.0,18.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,154007.0,56807.0,Cash,0
7014, 36 months,265.93,Unit Secretary,credit_card,Credit card refinancing,8.74,0.0,Individual,0.0,25395.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,4678.0,31.0,0.0,0.0,0.0,2540.0,0.0,250.0,3.0,3.0,0.0,4.0,6.0,6.0,15.0,0.0,11.0,28.0,6.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,52700.0,0.0,Cash,1
7015, 36 months,104.44,PAYROLL TECHNICIAN,other,Other,6.82,0.0,Individual,0.0,156409.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,2.0,1911.0,25.0,2.0,1.0,4.0,19551.0,0.0,94.0,16.0,6.0,0.0,3.0,6.0,3.0,4.0,3.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,170661.0,0.0,Cash,1
7016, 36 months,924.81,Financial Analyst IV,debt_consolidation,Debt consolidation,17.3,0.0,Individual,0.0,219961.0,0.0,2.0,0.0,1.0,13.0,15249.0,0.0,2.0,13406.0,30.0,1.0,0.0,0.0,10998.0,0.0,285.0,20.0,13.0,0.0,7.0,10.0,10.0,18.0,5.0,16.0,27.0,10.0,21.0,0.0,0.0,0.0,0.0,88.9,0.0,0.0,388069.0,35000.0,Cash,1
7017, 36 months,514.28,North American Geo Lead - Delivery Enabl,debt_consolidation,Debt consolidation,19.95,0.0,Individual,0.0,49767.0,0.0,3.0,0.0,1.0,17.0,40858.0,1.0,2.0,3059.0,73.0,0.0,6.0,1.0,5530.0,0.0,116.0,10.0,10.0,0.0,1.0,4.0,2.0,4.0,5.0,7.0,9.0,4.0,10.0,0.0,0.0,0.0,1.0,78.6,0.0,0.0,68459.0,55359.0,Cash,1
7018, 36 months,664.2,CDL driver,debt_consolidation,Debt consolidation,14.13,0.0,Individual,378.0,339163.0,2.0,2.0,0.0,0.0,25.0,38215.0,3.0,4.0,3982.0,60.0,0.0,1.0,2.0,33916.0,0.0,88.0,3.0,3.0,1.0,2.0,4.0,3.0,6.0,4.0,7.0,11.0,4.0,10.0,0.0,0.0,0.0,5.0,85.7,0.0,0.0,372153.0,54460.0,Cash,0
7019, 36 months,315.12,Sales,credit_card,Credit card refinancing,20.24,0.0,Individual,0.0,22483.0,0.0,1.0,0.0,0.0,29.0,3359.0,2.0,6.0,4064.0,34.0,0.0,2.0,2.0,1323.0,0.0,59.0,8.0,8.0,0.0,11.0,14.0,11.0,13.0,2.0,16.0,18.0,14.0,17.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,67200.0,7000.0,Cash,1
7020, 36 months,204.29,nurse,other,Other,15.21,0.0,Individual,0.0,16049.0,1.0,1.0,1.0,1.0,11.0,6803.0,1.0,4.0,5436.0,72.0,0.0,0.0,0.0,1783.0,0.0,247.0,4.0,4.0,0.0,4.0,5.0,4.0,5.0,3.0,8.0,12.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,22400.0,8400.0,Cash,0
7021, 60 months,765.08,Research Associate,debt_consolidation,Debt consolidation,21.11,0.0,Individual,0.0,366773.0,0.0,5.0,2.0,3.0,7.0,42367.0,0.0,0.0,8389.0,72.0,6.0,1.0,13.0,36677.0,0.0,142.0,27.0,7.0,0.0,3.0,3.0,3.0,9.0,19.0,4.0,15.0,3.0,10.0,0.0,0.0,0.0,2.0,94.3,0.0,0.0,393362.0,52012.0,Cash,0
7022, 36 months,315.12,VP Engineering,credit_card,Credit card refinancing,17.24,0.0,Individual,0.0,26751.0,2.0,1.0,0.0,0.0,29.0,14782.0,3.0,3.0,4336.0,60.0,0.0,0.0,2.0,2432.0,0.0,566.0,1.0,1.0,7.0,4.0,6.0,5.0,14.0,4.0,9.0,19.0,6.0,12.0,0.0,0.0,2.0,3.0,70.4,0.0,0.0,44752.0,26243.0,Cash,1
7023, 36 months,382.55,SAFETY 7 FACILITIES DIRECTOR,debt_consolidation,Debt consolidation,15.44,0.0,Individual,205.0,42802.0,0.0,2.0,0.0,3.0,14.0,30743.0,1.0,4.0,2640.0,77.0,5.0,0.0,2.0,3891.0,0.0,223.0,9.0,9.0,1.0,3.0,8.0,3.0,14.0,7.0,9.0,23.0,8.0,12.0,0.0,0.0,0.0,1.0,86.2,0.0,0.0,55952.0,37450.0,Cash,1
7024, 36 months,433.18,Tax Manager,credit_card,Credit card refinancing,23.19,0.0,Individual,0.0,262923.0,2.0,2.0,1.0,2.0,10.0,42037.0,3.0,6.0,5551.0,51.0,0.0,1.0,1.0,7512.0,0.0,172.0,2.0,2.0,0.0,5.0,12.0,12.0,20.0,4.0,38.0,50.0,13.0,41.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,331221.0,47962.0,Cash,0
7025, 36 months,788.24,Senior Implementation Consultant,debt_consolidation,Debt consolidation,24.25,0.0,Individual,0.0,46734.0,1.0,2.0,0.0,2.0,13.0,21130.0,2.0,4.0,8568.0,68.0,0.0,0.0,0.0,5193.0,0.0,304.0,5.0,5.0,0.0,4.0,6.0,4.0,15.0,6.0,7.0,24.0,6.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,68464.0,33564.0,Cash,0
7026, 36 months,177.15,ASSISTANT MANAGER,home_improvement,Home improvement,10.84,0.0,Joint App,0.0,163525.0,1.0,1.0,0.0,0.0,27.0,1518.0,3.0,3.0,1957.0,42.0,1.0,0.0,4.0,12579.0,1.0,89.0,5.0,5.0,1.0,4.0,10.0,4.0,6.0,2.0,11.0,15.0,10.0,13.0,0.0,0.0,1.0,3.0,100.0,1.0,0.0,185694.0,4000.0,Cash,0
7027, 36 months,221.96,,debt_consolidation,Debt consolidation,33.21,0.0,Individual,1400.0,127569.0,1.0,2.0,1.0,1.0,12.0,6097.0,2.0,2.0,12388.0,32.0,1.0,1.0,2.0,9813.0,0.0,482.0,6.0,6.0,0.0,7.0,7.0,10.0,17.0,6.0,10.0,17.0,7.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,204605.0,26110.0,Cash,1
7028, 36 months,1187.22,Superintendent,house,Home buying,16.81,0.0,Individual,0.0,40628.0,1.0,3.0,1.0,2.0,8.0,32600.0,2.0,5.0,1926.0,60.0,1.0,1.0,3.0,2902.0,0.0,158.0,5.0,5.0,1.0,4.0,10.0,4.0,8.0,10.0,11.0,17.0,11.0,14.0,0.0,0.0,0.0,3.0,96.4,1.0,0.0,67743.0,53143.0,Cash,0
7029, 36 months,438.0,foreman,credit_card,Credit card refinancing,29.93,0.0,Individual,0.0,128430.0,2.0,4.0,2.0,4.0,1.0,112240.0,3.0,6.0,3610.0,64.0,3.0,3.0,4.0,10703.0,0.0,175.0,4.0,1.0,1.0,4.0,6.0,4.0,8.0,19.0,8.0,12.0,6.0,12.0,0.0,0.0,0.0,5.0,93.5,0.0,0.0,158830.0,125930.0,Cash,1
7030, 60 months,466.84,Lab Services Tech,debt_consolidation,Debt consolidation,13.66,0.0,Individual,3307.0,22196.0,1.0,5.0,1.0,2.0,4.0,20257.0,0.0,2.0,1134.0,90.0,0.0,0.0,0.0,2220.0,0.0,67.0,13.0,4.0,0.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,24543.0,20943.0,Cash,0
7031, 60 months,342.68,Office manager,debt_consolidation,Debt consolidation,17.33,0.0,Individual,0.0,180447.0,2.0,2.0,2.0,2.0,10.0,40891.0,3.0,3.0,3641.0,57.0,2.0,7.0,4.0,16404.0,0.0,213.0,6.0,3.0,0.0,3.0,6.0,3.0,6.0,11.0,8.0,12.0,6.0,11.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,217008.0,51008.0,Cash,0
7032, 36 months,610.62,Clinical Pharmacy Specialist ,debt_consolidation,Debt consolidation,3.31,0.0,Individual,7309.0,196907.0,0.0,0.0,0.0,0.0,112.0,0.0,2.0,7.0,3454.0,32.0,0.0,0.0,1.0,17901.0,0.0,172.0,7.0,7.0,7.0,2.0,6.0,2.0,6.0,1.0,10.0,23.0,6.0,11.0,0.0,0.0,0.0,2.0,73.1,0.0,0.0,233270.0,0.0,Cash,1
7033, 36 months,99.63,Biologist Technician,debt_consolidation,Debt consolidation,9.97,0.0,Individual,0.0,66319.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,3859.0,65.0,0.0,6.0,0.0,8290.0,0.0,185.0,30.0,22.0,0.0,4.0,5.0,5.0,9.0,4.0,8.0,13.0,5.0,10.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,95800.0,0.0,Cash,0
7034, 36 months,481.84,Teacher,credit_card,Credit card refinancing,26.11,0.0,Individual,0.0,157890.0,0.0,3.0,0.0,1.0,16.0,37423.0,0.0,3.0,6870.0,71.0,0.0,0.0,1.0,19736.0,0.0,60.0,13.0,13.0,0.0,3.0,3.0,3.0,4.0,21.0,5.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,183511.0,46971.0,Cash,1
7035, 36 months,277.84,Manager of Special Projects,credit_card,Credit card refinancing,18.73,0.0,Individual,0.0,243331.0,0.0,3.0,1.0,3.0,12.0,72207.0,0.0,3.0,3128.0,71.0,3.0,1.0,0.0,17381.0,0.0,99.0,17.0,12.0,0.0,6.0,6.0,7.0,10.0,17.0,8.0,12.0,6.0,16.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,263199.0,79977.0,Cash,1
7036, 36 months,84.77,Teacher's Aide,other,Other,21.39,0.0,Individual,0.0,38540.0,0.0,2.0,0.0,1.0,22.0,36355.0,0.0,3.0,846.0,112.0,0.0,0.0,0.0,7708.0,0.0,216.0,14.0,14.0,0.0,2.0,3.0,2.0,6.0,6.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,34418.0,31918.0,Cash,0
7037, 60 months,575.71,battalion chief,debt_consolidation,Debt consolidation,25.84,0.0,Individual,0.0,397838.0,3.0,4.0,2.0,5.0,1.0,95112.0,2.0,4.0,920.0,39.0,1.0,7.0,3.0,18945.0,0.0,241.0,3.0,1.0,3.0,3.0,8.0,8.0,12.0,13.0,16.0,25.0,8.0,21.0,0.0,0.0,0.0,4.0,92.5,0.0,0.0,452347.0,100690.0,Cash,0
7038, 36 months,492.65,Coding Quality Coordinator,debt_consolidation,Debt consolidation,28.58,0.0,Individual,0.0,71954.0,3.0,5.0,2.0,7.0,4.0,57740.0,1.0,2.0,5269.0,73.0,4.0,0.0,1.0,5996.0,0.0,208.0,5.0,4.0,0.0,2.0,4.0,3.0,3.0,20.0,7.0,7.0,5.0,14.0,0.0,0.0,0.0,3.0,92.9,1.0,0.0,98388.0,68288.0,Cash,1
7039, 36 months,398.52,auto technician,debt_consolidation,Debt consolidation,10.7,0.0,Individual,0.0,156226.0,6.0,2.0,0.0,1.0,21.0,6779.0,6.0,6.0,2786.0,35.0,3.0,0.0,8.0,12017.0,0.0,251.0,1.0,1.0,2.0,5.0,8.0,6.0,9.0,11.0,11.0,17.0,8.0,14.0,0.0,0.0,1.0,7.0,96.3,0.0,0.0,182822.0,20821.0,Cash,0
7040, 60 months,789.04,Customer Supply Chain Manager,credit_card,Credit card refinancing,12.65,0.0,Individual,0.0,230577.0,0.0,1.0,1.0,1.0,10.0,7521.0,2.0,2.0,21704.0,53.0,1.0,0.0,3.0,25620.0,0.0,223.0,8.0,8.0,0.0,3.0,4.0,5.0,9.0,4.0,6.0,11.0,4.0,9.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,282091.0,10830.0,Cash,0
7041, 36 months,155.51,,home_improvement,Home improvement,25.76,0.0,Individual,0.0,116727.0,1.0,2.0,0.0,6.0,15.0,40575.0,0.0,1.0,315.0,43.0,3.0,12.0,7.0,12970.0,0.0,330.0,14.0,4.0,0.0,3.0,5.0,4.0,9.0,17.0,7.0,16.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,170561.0,61756.0,Cash,0
7042, 36 months,488.5,Director of Safety,credit_card,Credit card refinancing,9.92,0.0,Individual,0.0,272174.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,21684.0,87.0,1.0,0.0,0.0,38882.0,0.0,210.0,44.0,14.0,0.0,3.0,6.0,3.0,5.0,5.0,6.0,10.0,6.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,291041.0,0.0,Cash,0
7043, 36 months,669.46,Sr. Manager,debt_consolidation,Debt consolidation,8.11,0.0,Individual,0.0,62088.0,0.0,1.0,1.0,1.0,10.0,12351.0,0.0,0.0,6412.0,94.0,0.0,0.0,1.0,15522.0,0.0,256.0,67.0,10.0,1.0,2.0,3.0,2.0,6.0,3.0,3.0,10.0,3.0,4.0,0.0,0.0,0.0,1.0,64.3,0.0,0.0,63963.0,13763.0,Cash,1
7044, 36 months,200.9,,credit_card,Credit card refinancing,35.8,0.0,Individual,0.0,232522.0,0.0,2.0,0.0,3.0,17.0,19489.0,0.0,1.0,6887.0,43.0,1.0,2.0,4.0,25836.0,0.0,242.0,17.0,17.0,7.0,3.0,3.0,4.0,17.0,6.0,9.0,30.0,3.0,12.0,0.0,0.0,1.0,0.0,84.2,0.0,0.0,287626.0,36626.0,Cash,0
7045, 36 months,192.93,Police Officer,major_purchase,Major purchase,9.18,0.0,Individual,0.0,20825.0,1.0,1.0,0.0,1.0,23.0,7379.0,2.0,4.0,5901.0,45.0,0.0,1.0,0.0,2603.0,0.0,160.0,3.0,3.0,0.0,2.0,4.0,3.0,6.0,4.0,7.0,11.0,5.0,9.0,0.0,0.0,0.0,2.0,86.7,0.0,0.0,46195.0,23395.0,Cash,1
7046, 36 months,312.66,Business Administraor,debt_consolidation,Debt consolidation,25.28,0.0,Individual,224.0,161226.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,3.0,6133.0,62.0,0.0,0.0,0.0,8957.0,0.0,175.0,15.0,15.0,0.0,8.0,15.0,8.0,10.0,4.0,22.0,29.0,16.0,23.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,191351.0,0.0,Cash,1
7047, 36 months,336.37,shipping operation,credit_card,Credit card refinancing,27.2,0.0,Individual,0.0,29019.0,1.0,1.0,1.0,1.0,2.0,11699.0,0.0,1.0,9763.0,87.0,0.0,0.0,1.0,7255.0,0.0,64.0,19.0,2.0,0.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,33563.0,12763.0,Cash,0
7048, 36 months,491.59,pharmacist,debt_consolidation,Debt consolidation,8.32,0.0,Individual,0.0,30753.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,3.0,6607.0,77.0,0.0,0.0,1.0,2796.0,0.0,123.0,13.0,13.0,3.0,7.0,8.0,13.0,26.0,4.0,15.0,37.0,8.0,15.0,0.0,0.0,0.0,0.0,93.6,0.0,0.0,39900.0,0.0,Cash,0
7049, 36 months,636.26,Security Management,credit_card,Credit card refinancing,26.47,0.0,Individual,1703.0,28849.0,2.0,0.0,0.0,0.0,96.0,0.0,3.0,7.0,8818.0,48.0,0.0,0.0,0.0,1803.0,0.0,392.0,3.0,3.0,2.0,6.0,8.0,11.0,15.0,3.0,16.0,24.0,8.0,16.0,0.0,0.0,0.0,3.0,92.6,0.0,0.0,60500.0,0.0,Cash,0
7050, 60 months,219.83,MANAGER,debt_consolidation,Debt consolidation,8.8,0.0,Individual,0.0,30999.0,1.0,1.0,0.0,0.0,33.0,19049.0,1.0,2.0,3595.0,71.0,0.0,1.0,0.0,3444.0,0.0,55.0,1.0,1.0,0.0,6.0,7.0,6.0,6.0,2.0,8.0,10.0,7.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,43849.0,27849.0,Cash,0
7051, 36 months,337.81,Exec Assistant,credit_card,Credit card refinancing,6.14,0.0,Individual,0.0,9064.0,1.0,0.0,0.0,0.0,91.0,0.0,1.0,2.0,2169.0,83.0,0.0,0.0,0.0,1133.0,0.0,119.0,4.0,4.0,0.0,8.0,8.0,8.0,8.0,2.0,8.0,9.0,8.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,10900.0,0.0,Cash,0
7052, 60 months,355.84,Director of Student Services,debt_consolidation,Debt consolidation,27.18,0.0,Individual,0.0,302777.0,1.0,7.0,3.0,5.0,3.0,81259.0,0.0,0.0,1769.0,73.0,2.0,14.0,1.0,18924.0,0.0,136.0,42.0,3.0,0.0,4.0,7.0,5.0,7.0,21.0,9.0,12.0,7.0,17.0,0.0,0.0,0.0,3.0,97.1,0.0,0.0,344918.0,100918.0,Cash,0
7053, 36 months,669.94,Sr Outreach Specialist,debt_consolidation,Debt consolidation,29.7,0.0,Individual,4500.0,111088.0,0.0,4.0,0.0,1.0,23.0,17247.0,1.0,1.0,7030.0,45.0,0.0,11.0,1.0,8545.0,0.0,199.0,12.0,12.0,0.0,5.0,5.0,7.0,9.0,13.0,8.0,11.0,5.0,13.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,170905.0,48205.0,Cash,0
7054, 36 months,1182.33,Project manager,debt_consolidation,Debt consolidation,23.78,0.0,Individual,0.0,330054.0,1.0,4.0,2.0,3.0,5.0,45220.0,1.0,7.0,18664.0,68.0,2.0,0.0,2.0,19415.0,0.0,115.0,12.0,5.0,0.0,5.0,12.0,5.0,5.0,9.0,13.0,16.0,12.0,19.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,371067.0,70016.0,Cash,0
7055, 36 months,95.64,Sales Rep,credit_card,Credit card refinancing,18.77,0.0,Individual,0.0,12148.0,0.0,1.0,0.0,0.0,29.0,7784.0,4.0,10.0,1164.0,46.0,0.0,0.0,1.0,934.0,0.0,40.0,7.0,7.0,0.0,6.0,8.0,7.0,7.0,1.0,12.0,16.0,8.0,13.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,26199.0,12699.0,Cash,1
7056, 36 months,385.86,Asst. Deputy Director,debt_consolidation,Debt consolidation,25.95,0.0,Individual,428.0,31477.0,0.0,2.0,0.0,1.0,15.0,15855.0,0.0,0.0,5074.0,50.0,0.0,1.0,1.0,2098.0,0.0,381.0,28.0,15.0,0.0,5.0,9.0,6.0,9.0,2.0,12.0,20.0,9.0,15.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,63531.0,27135.0,Cash,1
7057, 36 months,357.66,executive asistant,small_business,Business,19.41,0.0,Individual,0.0,29437.0,2.0,2.0,2.0,2.0,11.0,26530.0,2.0,3.0,1475.0,87.0,1.0,1.0,2.0,5887.0,0.0,18.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,9.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,4.0,91.7,0.0,0.0,33917.0,29017.0,Cash,0
7058, 36 months,32.97,Administrative Assistant,medical,Medical expenses,18.36,0.0,Individual,0.0,56792.0,1.0,6.0,0.0,3.0,16.0,47313.0,1.0,3.0,2946.0,80.0,0.0,0.0,0.0,4057.0,0.0,153.0,2.0,2.0,0.0,5.0,8.0,5.0,7.0,8.0,8.0,11.0,8.0,14.0,0.0,0.0,0.0,1.0,94.7,0.0,0.0,71395.0,44695.0,Cash,1
7059, 36 months,502.46,Sanitation,house,Home buying,16.39,0.0,Individual,259.0,92752.0,2.0,2.0,0.0,2.0,13.0,26182.0,1.0,6.0,1426.0,55.0,6.0,1.0,6.0,6625.0,0.0,48.0,2.0,2.0,0.0,2.0,5.0,4.0,4.0,5.0,11.0,11.0,5.0,14.0,0.0,0.0,0.0,2.0,94.7,0.0,0.0,118943.0,35043.0,Cash,0
7060, 60 months,349.98,Teacher,debt_consolidation,Debt consolidation,33.84,0.0,Individual,0.0,665790.0,0.0,12.0,0.0,1.0,16.0,377679.0,0.0,8.0,4013.0,95.0,1.0,1.0,4.0,26632.0,0.0,137.0,15.0,15.0,0.0,3.0,6.0,7.0,12.0,26.0,16.0,31.0,6.0,29.0,0.0,0.0,0.0,0.0,88.6,0.0,0.0,718336.0,408361.0,Cash,0
7061, 36 months,1291.48,Senior Application Developer,debt_consolidation,Debt consolidation,27.64,0.0,Individual,0.0,174417.0,0.0,10.0,1.0,1.0,8.0,58883.0,2.0,5.0,6330.0,69.0,1.0,0.0,4.0,7267.0,0.0,140.0,8.0,8.0,0.0,10.0,10.0,11.0,18.0,24.0,13.0,22.0,10.0,24.0,0.0,0.0,0.0,3.0,95.7,0.0,0.0,228660.0,99217.0,Cash,0
7062, 36 months,326.35,manager/bartender,credit_card,Credit card refinancing,35.69,0.0,Individual,0.0,56704.0,0.0,4.0,2.0,3.0,9.0,46328.0,1.0,3.0,6033.0,50.0,2.0,6.0,4.0,4362.0,0.0,75.0,11.0,9.0,0.0,2.0,3.0,5.0,7.0,9.0,9.0,14.0,3.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,113849.0,69549.0,Cash,0
7063, 36 months,125.87,Dispatcher,debt_consolidation,Debt consolidation,35.26,0.0,Individual,231.0,353416.0,0.0,4.0,1.0,3.0,11.0,25930.0,1.0,4.0,4538.0,49.0,0.0,2.0,1.0,19634.0,0.0,139.0,9.0,9.0,0.0,6.0,8.0,8.0,8.0,13.0,14.0,16.0,8.0,19.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,387018.0,47518.0,Cash,0
7064, 36 months,164.84,Caregiver,credit_card,Credit card refinancing,28.49,0.0,Individual,0.0,70463.0,1.0,1.0,1.0,4.0,12.0,64425.0,5.0,14.0,2119.0,49.0,0.0,2.0,4.0,2936.0,0.0,45.0,1.0,1.0,1.0,5.0,10.0,6.0,6.0,29.0,22.0,23.0,10.0,25.0,0.0,0.0,0.0,6.0,97.9,2.0,0.0,101404.0,67804.0,Cash,1
